,action,time,wealth,Position
1,sell,2021-11-11 09:40:05,17478.65,-1
2,buy,2021-11-11 10:00:10,18.450000000000728,0
3,sell,2021-11-11 10:01:00,17482.98,-1
4,buy,2021-11-11 10:14:25,19.779999999998836,0
5,sell,2021-11-11 10:18:50,17499.899999999998,-1
6,buy,2021-11-11 10:30:05,21.5199999999968,0
7,sell,2021-11-11 10:32:20,17519.889999999996,-1
8,buy,2021-11-11 10:40:05,30.919999999994616,0
9,buy,2021-11-11 10:40:10,-17455.620000000006,1
10,sell,2021-11-11 10:50:05,32.72999999999229,0
11,sell,2021-11-11 10:50:10,17523.139999999992,-1
12,buy,2021-11-11 11:11:45,24.079999999990832,0
13,buy,2021-11-11 11:17:35,-17476.60000000001,1
14,sell,2021-11-11 11:18:40,33.65999999998894,0
15,sell,2021-11-11 11:18:50,17546.20999999999,-1
16,buy,2021-11-11 11:40:05,36.04999999998836,0
17,buy,2021-11-11 11:40:10,-17481.220000000012,1
18,sell,2021-11-11 11:48:30,35.639999999988504,0
19,buy,2021-11-11 11:55:05,-17475.84000000001,1
20,sell,2021-11-11 12:30:05,-28.03000000000975,0
