,action,time,wealth,Position
1,buy,2021-11-29 09:40:05,-17237.18,1
2,sell,2021-11-29 10:10:05,92.47999999999956,0
3,sell,2021-11-29 10:10:10,17422.489999999998,-1
4,buy,2021-11-29 10:20:05,74.48999999999796,0
5,buy,2021-11-29 10:20:10,-17272.070000000003,1
6,sell,2021-11-29 10:34:00,102.17999999999665,0
7,buy,2021-11-29 10:34:40,-17262.480000000003,1
8,sell,2021-11-29 10:36:05,119.22999999999593,0
9,sell,2021-11-29 10:36:10,17493.919999999995,-1
10,buy,2021-11-29 11:00:15,92.99999999999636,0
11,sell,2021-11-29 11:01:30,17500.739999999998,-1
12,buy,2021-11-29 11:21:05,116.09999999999854,0
13,buy,2021-11-29 11:21:25,-17262.190000000002,1
14,sell,2021-11-29 12:18:30,111.5199999999968,0
15,sell,2021-11-29 12:20:40,17496.209999999995,-1
16,buy,2021-11-29 12:30:30,111.44999999999709,0
17,buy,2021-11-29 12:32:15,-17262.24,1
18,sell,2021-11-29 12:40:05,106.53999999999724,0
19,sell,2021-11-29 12:40:50,17477.789999999997,-1
20,buy,2021-11-29 12:54:00,120.47999999999593,0
