,action,time,wealth,Position
1,buy,2021-11-01 09:40:05,-17054.65,1
2,sell,2021-11-01 10:10:05,9.269999999996799,0
3,sell,2021-11-01 10:10:10,17072.149999999998,-1
4,buy,2021-11-01 10:42:45,16.179999999996653,0
5,buy,2021-11-01 10:43:35,-17038.270000000004,1
6,sell,2021-11-01 10:48:15,27.2699999999968,0
7,buy,2021-11-01 10:50:05,-17029.800000000003,1
8,sell,2021-11-01 11:10:05,53.31999999999607,0
9,sell,2021-11-01 11:10:55,17141.109999999997,-1
10,buy,2021-11-01 11:20:05,54.89999999999782,0
11,buy,2021-11-01 11:20:10,-17032.210000000003,1
12,sell,2021-11-01 11:30:25,46.48999999999796,0
13,buy,2021-11-01 11:35:20,-17029.050000000003,1
14,sell,2021-11-01 12:30:05,37.969999999997526,0
15,sell,2021-11-01 12:30:10,17104.929999999997,-1
16,buy,2021-11-01 12:50:35,39.229999999995925,0
17,sell,2021-11-01 12:54:25,17115.859999999997,-1
18,buy,2021-11-01 12:58:40,42.20999999999549,0
19,sell,2021-11-01 13:00:10,17120.779999999995,-1
20,buy,2021-11-01 13:18:15,36.88999999999578,0
