,action,time,wealth,Position
1,buy,2021-10-29 09:40:05,-16948.95,1
2,sell,2021-10-29 10:20:05,24.93999999999869,0
3,sell,2021-10-29 10:20:10,16999.829999999998,-1
4,buy,2021-10-29 10:30:05,14.239999999997963,0
5,buy,2021-10-29 10:31:10,-16965.160000000003,1
6,sell,2021-10-29 10:40:05,12.519999999996799,0
7,sell,2021-10-29 10:40:15,16992.159999999996,-1
8,buy,2021-10-29 10:53:20,21.279999999995198,0
9,buy,2021-10-29 10:56:45,-16950.680000000004,1
10,sell,2021-10-29 11:10:20,12.409999999996217,0
11,sell,2021-10-29 11:10:25,16975.479999999996,-1
12,buy,2021-10-29 11:30:20,2.9099999999962165,0
13,buy,2021-10-29 11:30:30,-16959.790000000005,1
14,sell,2021-10-29 11:35:15,22.31999999999607,0
15,sell,2021-10-29 11:38:55,17006.089999999997,-1
16,buy,2021-10-29 11:40:35,31.119999999995343,0
17,buy,2021-10-29 11:45:10,-16941.250000000004,1
18,sell,2021-10-29 11:50:45,42.299999999995634,0
19,sell,2021-10-29 11:53:25,17032.219999999994,-1
20,buy,2021-10-29 12:20:05,34.32999999999447,0
