,action,time,wealth,Position
1,buy,2021-12-06 09:40:05,-17652.31,1
2,sell,2021-12-06 10:17:00,27.239999999997963,0
3,sell,2021-12-06 10:17:30,17711.679999999997,-1
4,buy,2021-12-06 10:30:05,10.329999999998108,0
5,buy,2021-12-06 10:30:10,-17690.460000000003,1
6,sell,2021-12-06 10:40:05,5.099999999998545,0
7,sell,2021-12-06 10:40:10,17699.92,-1
8,buy,2021-12-06 11:00:35,-2.280000000002474,0
9,buy,2021-12-06 11:01:05,-17707.870000000003,1
10,sell,2021-12-06 11:11:25,12.459999999999127,0
11,sell,2021-12-06 11:12:20,17736.57,-1
12,buy,2021-12-06 11:50:05,19.520000000000437,0
13,buy,2021-12-06 11:50:10,-17695.1,1
14,sell,2021-12-06 11:57:20,46.77000000000044,0
15,sell,2021-12-06 11:57:25,17787.72,-1
16,buy,2021-12-06 12:13:45,57.20000000000073,0
17,buy,2021-12-06 12:13:50,-17673.19,1
18,sell close,2021-12-06 13:29:45,15.020000000000437,0
