,action,time,wealth,Position
1,sell,2022-01-04 09:40:05,18478.58,-1
2,buy,2022-01-04 09:43:10,28.9900000000016,0
3,sell,2022-01-04 09:43:55,18498.34,-1
4,buy,2022-01-04 09:51:45,48.81000000000131,0
5,buy,2022-01-04 09:51:55,-18399.699999999997,1
6,sell,2022-01-04 10:30:05,50.9900000000016,0
7,sell,2022-01-04 10:30:10,18501.780000000002,-1
8,buy,2022-01-04 10:44:25,59.43000000000393,0
9,buy,2022-01-04 10:44:30,-18393.969999999998,1
10,sell,2022-01-04 10:50:05,48.18000000000393,0
11,sell,2022-01-04 10:50:15,18490.180000000004,-1
12,buy,2022-01-04 11:00:05,44.17000000000553,0
13,buy,2022-01-04 11:00:10,-18401.329999999994,1
14,sell,2022-01-04 11:26:55,63.17000000000553,0
15,sell,2022-01-04 11:27:00,18517.720000000005,-1
16,buy,2022-01-04 11:36:40,55.65000000000509,0
17,sell,2022-01-04 11:37:15,18529.090000000004,-1
18,buy,2022-01-04 11:50:40,70.50000000000364,0
19,buy,2022-01-04 11:50:45,-18386.169999999995,1
20,sell,2022-01-04 12:00:10,82.45000000000437,0
