,action,time,wealth,Position
1,buy,2021-12-24 09:40:05,-18014.33,1
2,sell,2021-12-24 09:47:40,15.119999999998981,0
3,buy,2021-12-24 09:52:10,-18006.510000000002,1
4,sell,2021-12-24 10:03:35,3.6899999999986903,0
5,sell,2021-12-24 10:06:40,18017.27,-1
6,buy,2021-12-24 10:20:05,3.819999999999709,0
7,buy,2021-12-24 10:20:10,-18002.05,1
8,sell,2021-12-24 11:29:10,2.069999999999709,0
9,sell,2021-12-24 11:29:20,18008.94,-1
10,buy,2021-12-24 12:10:05,18.18999999999869,0
11,buy,2021-12-24 12:10:10,-17973.350000000002,1
12,sell,2021-12-24 13:21:25,-10.020000000000437,0
13,sell,2021-12-24 13:21:40,17961.57,-1
14,buy close,2021-12-24 13:29:45,-0.06999999999970896,0
