,action,time,wealth,Position
1,sell,2021-12-22 09:40:05,17841.59,-1
2,buy,2021-12-22 10:09:40,5.630000000001019,0
3,buy,2021-12-22 10:09:50,-17817.64,1
4,sell,2021-12-22 10:13:00,8.600000000002183,0
5,sell,2021-12-22 10:14:10,17846.97,-1
6,buy,2021-12-22 10:40:05,17.479999999999563,0
7,buy,2021-12-22 10:40:10,-17809.8,1
8,sell,2021-12-22 10:50:05,27.280000000002474,0
9,sell,2021-12-22 10:50:10,17856.020000000004,-1
10,buy,2021-12-22 11:00:05,22.810000000004948,0
11,buy,2021-12-22 11:00:25,-17799.279999999995,1
12,sell,2021-12-22 11:26:25,42.66000000000349,0
13,sell,2021-12-22 11:26:40,17884.810000000005,-1
14,buy,2021-12-22 11:34:40,53.40000000000509,0
15,buy,2021-12-22 11:34:45,-17788.629999999994,1
16,sell,2021-12-22 11:48:50,59.9600000000064,0
17,sell,2021-12-22 11:50:25,17908.450000000008,-1
18,buy,2021-12-22 12:18:35,84.6400000000067,0
19,buy,2021-12-22 12:18:40,-17747.429999999993,1
20,sell,2021-12-22 12:51:50,82.73000000000684,0
