,action,time,wealth,Position
1,sell,2021-11-08 09:40:05,17322.43,-1
2,buy,2021-11-08 10:06:55,-0.2999999999992724,0
3,buy,2021-11-08 10:07:00,-17323.11,1
4,sell,2021-11-08 10:10:05,11.599999999998545,0
5,sell,2021-11-08 10:10:25,17348.03,-1
6,buy,2021-11-08 10:53:55,-1.2100000000027649,0
7,buy,2021-11-08 10:55:00,-17339.950000000004,1
8,sell,2021-11-08 11:30:35,26.5199999999968,0
9,sell,2021-11-08 11:30:40,17393.01,-1
10,buy,2021-11-08 11:34:25,40.29999999999927,0
11,buy,2021-11-08 11:39:00,-17307.12,1
12,sell,2021-11-08 11:40:30,44.04999999999927,0
13,sell,2021-11-08 11:43:00,17406.059999999998,-1
14,buy,2021-11-08 12:25:20,42.13999999999942,0
15,sell,2021-11-08 12:29:55,17401.45,-1
16,buy,2021-11-08 12:30:40,46.090000000000146,0
17,buy,2021-11-08 12:33:35,-17305.22,1
18,sell,2021-11-08 12:34:20,57.43999999999869,0
19,sell,2021-11-08 12:39:25,17426.1,-1
20,buy close,2021-11-08 13:29:45,10.799999999999272,0
