,action,time,wealth,Position
1,sell,2021-11-03 09:43:35,17126.29,-1
2,buy,2021-11-03 10:06:00,12.729999999999563,0
3,buy,2021-11-03 10:07:15,-17094.38,1
4,sell,2021-11-03 10:50:25,15.0099999999984,0
5,sell,2021-11-03 10:50:30,17124.929999999997,-1
6,buy,2021-11-03 10:54:15,34.95999999999549,0
7,buy,2021-11-03 10:54:50,-17053.590000000004,1
8,sell,2021-11-03 11:14:40,41.13999999999578,0
9,sell,2021-11-03 11:17:50,17138.699999999997,-1
10,buy,2021-11-03 11:20:05,44.93999999999869,0
11,buy,2021-11-03 11:20:10,-17058.84,1
12,sell,2021-11-03 11:30:05,49.97999999999956,0
13,sell,2021-11-03 11:30:10,17160.25,-1
14,buy,2021-11-03 11:42:10,56.919999999998254,0
15,buy,2021-11-03 11:42:15,-17045.47,1
16,sell,2021-11-03 11:47:55,74.30999999999767,0
17,sell,2021-11-03 11:50:05,17184.94,-1
18,buy,2021-11-03 12:00:05,66.93000000000029,0
19,buy,2021-11-03 12:00:10,-17050.88,1
20,sell,2021-11-03 12:20:15,59.419999999998254,0
